"","GW16.Neurons","GW26.GABAergic.neurons","GW23.GABAergic.neurons","GW16.Stem.cells","GW26.Neurons","GW10.Neurons","GW23.Neurons","GW10.Stem.cells","GW16.GABAergic.neurons","GW19.Neurons","GW26.OPC","GW26.Astrocytes","GW12.Neurons","GW09.Stem.cells","GW26.Microglia","GW09.Neurons","GW23.OPC","GW19.GABAergic.neurons","GW13.Neurons","GW08.Neurons","GW16.OPC","GW12.Stem.cells","GW16.Microglia","GW23.Microglia","week_10.hPeric","week_10.hRgl2a","week_11.hRgl2a","week_10.Unk","week_11.hPeric","week_9.Unk","week_6.hProgFPM","week_8.Unk","week_11.hRgl2b","week_9.hGaba","week_6.hProgBP","week_8.hNbM","week_8.hNProg","week_11.hEndo","week_11.Unk","week_6.hProgM","week_6.hProgFPL","week_6.Unk","week_8.hProgBP","week_8.hNbML1","week_9.hNbML5","week_8.hOMTN","week_6.hNProg","week_6.hOMTN","week_11.hRgl3","week_10.hEndo","week_8.hProgFPM","week_8.hRN","week_9.hOMTN","week_10.hDA2","week_10.hRgl3","week_11.hOPC","week_11.hRgl2c","week_10.hNbM","week_10.hDA1","week_9.hProgBP","week_8.hProgM","week_10.hRgl2b","week_7.hRgl2a","week_7.hOMTN","week_7.Unk","week_10.hRgl1","week_7.hProgBP","week_10.hDA0","week_9.hNbGaba","week_9.hDA0","week_9.hDA1","week_9.hNProg","week_8.hProgFPL","week_9.hRgl2a","week_9.hDA2","week_6.hNbML1","week_9.hNbM","week_9.hNbML1","week_6.hNbM","week_10.hGaba","dn.cls1","dn.cls2"
"EPB41L1",229,210,64,50,41,26,26,23,25,36,28,29,11,4,24,7,6,4,4,5,7,4,5,5,72,17,5,20,47,17,6,5,2,26,5,7,4,4,13,4,4,0,2,9,10,14,3,7,7,2,4,4,13,9,1,4,1,5,10,4,5,3,0,6,2,1,0,7,9,7,7,1,4,4,7,3,3,3,0,5,0,0
"C16orf54",1,3,2,0,0,0,2,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TFF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SORBS3",182,95,24,62,27,13,23,24,23,17,28,32,8,23,14,7,6,1,3,0,6,4,5,3,19,8,11,0,12,1,1,4,3,1,4,1,3,13,1,3,0,1,6,0,0,0,0,3,1,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0
"VN1R2",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL17C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C4orf17",0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FMR1NB",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RBP5",2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC117",192,96,28,47,21,17,11,27,18,16,11,20,21,6,15,9,2,2,1,4,6,7,5,1,16,18,13,9,11,6,6,8,8,6,10,7,5,7,5,12,8,2,5,3,4,5,3,7,3,2,5,4,7,0,3,2,4,4,1,2,3,5,3,2,1,1,2,0,5,3,4,3,4,2,1,2,2,4,1,2,0,0
"CTLA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRGPRG",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IFNE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNF122",114,39,22,30,11,23,9,14,8,13,6,6,5,11,6,15,1,1,4,8,5,0,1,0,24,6,6,4,7,6,5,4,2,5,2,5,5,8,1,2,5,2,4,0,2,3,7,7,1,2,2,1,5,2,1,1,3,2,2,1,0,1,6,3,3,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
"ARPC5L",221,117,42,60,24,38,18,44,27,24,27,34,22,17,14,13,9,6,7,6,7,6,6,3,14,9,13,9,8,6,2,2,4,7,3,5,5,13,4,3,3,0,3,4,2,5,0,3,2,3,1,0,4,3,4,1,3,3,4,1,0,2,1,0,0,2,1,0,0,2,1,2,3,0,2,0,1,0,1,3,0,0
"C17orf107",9,11,1,1,1,1,2,0,2,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCGR2A",25,35,19,6,9,1,4,4,0,4,4,9,2,1,34,1,1,1,0,2,0,0,6,8,1,0,3,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAT1",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOSD2",162,97,24,49,20,24,19,25,16,16,20,27,22,3,13,4,4,2,3,7,5,3,5,2,1,4,3,0,3,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUMO2",544,391,171,123,116,93,89,83,82,81,71,62,63,50,39,35,25,20,16,15,14,12,11,10,108,95,73,61,67,45,55,46,42,31,45,43,42,38,29,37,34,31,32,30,23,29,26,26,24,22,22,22,18,21,20,20,18,19,15,16,17,15,15,15,16,16,13,13,12,10,8,10,13,13,11,12,10,8,10,9,2,0
"GAL",0,0,4,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPACA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1orf131",275,99,53,59,27,27,29,22,30,35,16,18,25,11,10,14,8,4,4,4,7,8,6,2,10,21,19,6,8,5,12,4,5,5,7,5,5,4,7,6,7,4,4,4,5,3,6,4,6,1,3,2,6,3,4,0,3,2,4,4,3,1,2,4,2,1,2,1,2,0,3,0,2,3,0,0,0,2,1,1,1,0
"FANCF",271,91,42,68,28,35,29,41,34,26,16,18,12,17,8,16,8,3,6,7,7,7,3,1,5,16,14,7,2,7,8,7,6,5,7,13,6,3,6,9,8,5,1,6,1,5,3,7,6,0,2,4,3,1,5,0,2,4,4,4,1,3,1,3,0,3,1,2,2,3,0,3,6,1,0,0,2,0,1,2,0,0
"ADM5",20,18,2,2,0,4,6,6,1,0,1,3,0,1,2,0,0,0,0,0,2,0,0,0,1,0,0,1,2,0,0,1,0,0,0,1,0,5,0,1,1,0,0,0,1,0,0,0,2,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"WFDC5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BAG2",52,26,9,13,2,10,2,10,2,3,8,19,6,2,5,2,3,2,5,2,2,0,0,1,1,2,5,1,1,3,1,3,4,2,4,1,2,1,2,5,2,0,1,2,0,2,2,1,2,0,1,1,1,0,2,1,1,0,0,1,4,0,2,2,0,2,1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0
"NDUFB5",402,210,69,107,51,55,34,63,55,49,57,51,35,28,32,25,18,10,13,12,9,6,8,5,61,63,36,25,42,15,37,21,6,6,26,16,20,16,12,20,21,14,13,10,9,11,16,14,20,15,10,10,7,7,12,11,10,7,7,9,8,6,9,6,6,7,5,4,5,3,3,3,8,6,3,5,0,2,5,5,0,0
"TMCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJB7",11,7,1,1,0,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"TCL1A",0,0,3,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POM121L12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJC6",267,217,55,52,48,18,26,28,26,26,34,36,12,2,20,12,6,5,4,2,6,3,4,4,8,10,2,19,2,13,3,1,3,12,0,5,1,1,7,1,1,2,1,5,9,12,0,7,0,2,0,4,11,9,4,2,3,3,8,0,0,1,0,10,1,2,1,5,4,4,9,3,1,1,4,2,3,4,1,6,0,0
"CACNA1E",424,277,78,96,65,53,40,47,47,39,35,44,43,5,25,18,13,11,6,8,10,9,8,3,14,15,12,22,5,12,2,1,3,23,2,2,1,4,12,3,0,2,3,2,8,5,0,3,5,3,1,3,10,10,6,2,3,8,6,4,1,0,1,2,4,1,2,5,9,7,6,1,0,4,3,1,5,4,0,4,0,1
"GABARAPL1",231,154,66,55,37,48,27,42,26,27,28,33,24,12,16,19,13,5,6,8,7,3,5,4,9,18,15,14,8,11,1,1,7,7,3,9,4,8,7,3,2,1,1,4,3,3,2,6,2,4,1,4,9,6,3,2,2,8,5,1,5,1,1,6,0,3,0,1,2,2,5,0,0,4,6,2,5,1,2,0,0,0
"RAMAC",296,122,50,81,42,49,37,41,32,28,20,30,23,31,19,27,6,5,8,5,8,5,6,2,28,24,19,19,16,10,24,8,6,7,17,15,13,10,5,11,19,10,6,12,9,9,8,17,8,7,10,10,11,11,7,5,6,3,8,4,6,1,4,7,2,5,4,7,7,5,6,3,6,2,3,5,3,2,3,4,0,0
"FAM133A",19,23,8,9,5,3,4,1,1,3,2,4,0,0,1,0,2,0,0,1,0,0,0,0,3,8,9,9,3,5,0,1,4,2,1,0,3,1,6,1,1,0,0,3,1,1,0,1,1,1,1,1,1,2,1,0,0,1,1,1,2,3,0,1,0,1,1,1,2,1,0,1,0,1,0,1,1,1,1,1,0,0
"FAM170B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CPLX3",0,7,3,0,2,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
"TMEM251",272,110,46,77,25,27,30,41,26,25,26,26,23,28,11,18,11,5,7,3,6,6,8,1,6,19,16,8,7,2,14,8,8,3,12,4,13,3,1,11,9,2,7,4,4,7,3,4,4,3,8,5,5,5,8,2,3,1,1,2,8,0,1,1,2,4,0,2,1,0,0,1,3,3,1,3,1,2,0,2,0,0
"SLC10A5",16,16,2,9,2,1,2,0,1,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LYNX1",43,34,12,15,10,2,2,1,5,4,4,12,0,0,4,1,0,2,0,1,1,1,1,1,0,2,1,4,2,1,1,0,0,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TLNRD1",114,98,21,25,13,15,4,28,7,4,16,20,4,3,16,2,1,2,0,2,2,2,4,3,9,6,11,5,12,7,8,5,3,8,6,9,5,10,2,3,9,1,3,3,1,3,5,7,0,7,1,2,5,4,4,4,2,4,4,3,3,2,2,1,2,1,1,2,1,1,3,3,3,1,2,5,4,5,1,2,0,0
"THBS2",30,17,3,16,5,6,1,2,3,1,13,14,1,2,3,1,1,0,1,1,2,0,0,0,2,7,15,1,5,0,2,0,3,1,0,0,1,3,1,0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"PUDP",127,54,18,38,15,19,11,25,12,18,16,15,8,10,8,7,2,2,3,3,0,1,6,0,6,10,9,0,2,0,11,6,4,5,2,5,3,3,1,6,6,6,5,9,3,6,5,7,7,3,0,5,1,5,4,0,2,0,3,0,2,1,5,2,0,4,0,1,0,0,2,0,5,2,1,0,0,1,2,1,0,0
"C1orf68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TERB2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDCD5",520,333,122,116,93,82,74,74,72,74,63,57,59,47,35,32,22,14,16,15,13,11,10,8,57,43,26,24,31,9,33,18,13,6,31,18,17,18,10,21,20,15,15,14,8,15,12,19,12,11,11,11,7,7,8,13,6,3,10,7,8,7,8,8,7,5,9,10,4,1,4,4,9,2,3,6,1,6,4,5,0,0
"PCBP1",482,313,98,116,88,78,55,75,64,68,62,56,50,50,34,34,20,13,11,15,13,12,10,9,70,64,51,38,49,32,36,30,35,24,37,21,26,29,16,24,26,12,23,15,15,19,19,20,20,18,15,10,9,15,14,17,11,11,10,13,9,10,10,7,7,9,8,9,9,7,9,4,10,5,4,8,9,4,6,6,0,0
"ROPN1B",8,10,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HINT3",345,229,83,88,64,46,52,47,44,46,45,44,29,12,26,22,13,6,5,8,10,6,7,4,19,33,26,13,16,6,4,6,12,12,3,6,6,7,7,5,6,4,8,2,7,7,4,4,6,7,3,1,7,6,4,5,7,6,6,4,1,6,2,5,4,6,3,2,5,4,4,1,3,2,2,0,2,2,2,3,0,0
"LCN2",2,7,5,3,1,0,1,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C3orf70",251,192,49,73,44,29,22,33,31,26,50,53,21,6,22,10,19,7,0,5,8,5,9,4,9,38,25,5,13,7,4,2,9,9,3,8,4,3,5,2,2,0,1,6,4,5,0,1,8,1,0,4,6,3,5,8,9,4,4,1,3,3,2,0,0,3,0,2,1,6,2,2,4,3,1,3,4,1,0,0,0,0
"MYDGF",430,229,88,105,62,51,58,65,55,61,55,54,37,30,27,28,19,11,14,12,14,10,11,7,28,10,18,6,20,3,3,7,11,5,4,5,5,16,2,13,9,4,5,4,2,4,1,5,5,9,1,4,2,4,3,2,2,2,3,2,2,3,1,1,0,3,0,2,2,1,1,0,0,1,0,3,0,1,1,0,0,0
"REX1BD",463,298,131,112,91,71,73,70,64,58,60,55,51,31,33,28,23,12,11,12,12,10,10,10,13,23,7,7,11,0,13,4,6,1,7,5,1,7,7,9,6,3,7,3,4,4,5,5,3,5,2,4,3,3,4,3,6,4,5,2,1,1,1,2,0,5,0,3,2,0,0,0,3,0,2,3,0,1,1,0,1,0
"RDM1",8,0,0,8,0,1,1,5,0,1,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,4,2,0,0,0,1,2,3,0,1,1,1,0,0,2,2,3,4,1,0,4,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESM1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERP29",356,214,83,96,53,52,43,52,38,48,41,49,29,19,30,19,16,8,13,11,10,7,10,6,44,42,24,13,12,13,14,13,14,6,14,8,10,17,5,12,13,10,9,8,7,16,5,12,7,8,7,11,8,4,9,4,6,10,6,5,8,5,4,4,0,3,4,2,4,1,3,3,3,4,2,3,4,3,1,5,0,0
"ARPC3",527,341,131,121,97,86,74,75,77,73,65,62,61,48,40,35,24,17,15,13,13,12,11,10,99,67,52,42,57,26,32,25,21,10,31,27,24,32,16,24,27,15,14,17,9,21,17,21,18,23,9,8,12,13,12,9,12,12,14,10,11,8,8,8,4,11,7,6,6,5,4,1,10,8,4,6,4,7,5,7,0,0
"KLHL40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAL4",223,125,37,66,27,24,20,26,33,10,22,26,22,8,14,10,7,4,2,2,6,5,3,2,4,13,9,5,3,0,3,4,9,0,4,1,4,6,2,9,7,4,2,1,1,2,3,4,4,2,1,2,3,2,3,2,0,3,1,0,1,1,0,0,0,1,0,0,1,1,1,1,3,2,0,0,0,0,1,0,0,0
"GPR82",100,51,16,24,8,12,9,10,7,12,10,8,8,4,5,6,3,0,2,0,3,0,5,0,1,0,0,1,0,3,1,1,0,1,0,1,0,0,2,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"ARL2BP",441,231,93,101,53,64,41,66,61,44,52,48,44,31,27,28,15,7,8,9,13,10,7,5,15,35,23,12,19,12,9,7,8,11,10,8,3,11,4,12,6,6,5,8,3,9,3,7,9,4,4,4,4,7,6,9,6,1,6,5,6,3,2,3,1,9,1,1,4,3,5,1,6,4,4,3,4,3,3,2,0,0
"FAM177B",1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TXNDC17",501,243,93,115,79,79,40,74,66,70,49,48,60,40,31,32,14,10,13,15,12,12,9,7,58,51,36,27,29,13,26,17,13,5,24,18,13,19,11,25,15,19,13,16,10,22,12,18,12,17,11,8,7,12,8,2,8,9,8,8,12,3,9,7,5,3,5,3,2,3,3,6,8,4,3,4,3,5,4,6,0,0
"COMMD4",345,202,56,97,47,50,23,59,44,31,43,40,30,36,31,16,13,6,8,5,13,10,10,4,15,18,16,6,14,2,12,6,7,4,10,4,5,7,4,5,7,3,3,5,6,4,7,6,3,5,7,1,3,1,6,2,5,1,2,1,7,2,4,0,0,1,3,3,1,0,1,0,3,2,1,1,2,3,0,1,0,0
"GPR148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FTL",545,402,174,123,118,93,90,84,83,82,72,63,63,50,40,35,25,22,16,15,14,12,11,10,115,94,74,62,70,36,55,50,35,21,46,43,43,41,25,37,32,33,31,29,23,29,27,26,23,24,23,22,19,21,21,21,13,19,16,12,16,17,14,16,14,14,13,13,7,11,8,6,13,10,9,12,7,9,10,9,0,0
"TXNDC12",296,154,49,94,44,39,32,47,33,27,44,47,29,26,30,11,15,6,8,7,11,7,8,5,33,45,41,3,31,8,27,12,12,4,24,4,14,22,4,25,22,9,14,5,2,8,6,9,15,12,8,5,3,6,9,6,12,2,4,5,7,7,8,0,0,8,11,0,2,2,1,3,6,4,2,4,0,2,1,0,0,0
"COX6B2",7,16,1,2,2,0,1,5,2,2,1,3,2,3,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"C19orf81",83,91,15,18,9,8,6,12,6,1,9,17,0,2,9,1,2,0,1,1,1,1,2,1,1,3,4,1,0,1,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,1,0,0,1,0,2,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"DEFB119",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIMAP1",19,12,8,7,1,1,1,2,1,0,5,5,0,0,8,0,1,0,0,0,2,0,7,4,1,2,1,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"HIP1",260,197,70,68,38,43,23,49,32,25,44,38,13,22,19,18,15,6,4,6,9,5,4,3,46,46,31,13,24,12,10,11,20,14,15,7,5,9,14,13,17,7,10,5,4,9,6,8,7,10,8,8,7,3,4,9,7,4,8,5,3,7,6,2,1,5,2,6,3,6,4,2,8,4,3,2,1,4,0,3,3,3
"SDHAF4",72,38,19,19,14,10,9,12,2,4,8,11,6,6,5,5,2,0,2,3,2,0,2,2,15,23,2,15,4,5,7,14,2,2,2,6,6,0,1,5,4,1,6,0,0,4,2,5,2,4,6,1,2,3,7,0,0,2,3,4,3,6,2,2,0,3,3,1,0,2,1,0,3,2,1,0,1,2,0,2,0,0
"CLEC3B",10,21,11,3,2,1,1,5,1,0,2,2,0,0,1,0,2,0,0,0,0,0,1,1,3,4,5,1,5,0,0,0,1,0,0,0,0,38,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
