,week_10:hPeric,week_10:hRgl2a,week_11:hRgl2a,week_10:Unk,week_11:hPeric,week_9:Unk,week_6:hProgFPM,week_8:Unk,week_11:hRgl2b,week_9:hGaba,week_6:hProgBP,week_8:hNbM,week_8:hNProg,week_11:hEndo,week_11:Unk,week_6:hProgM,week_6:hProgFPL,week_6:Unk,week_8:hProgBP,week_8:hNbML1,week_9:hNbML5,week_8:hOMTN,week_6:hNProg,week_6:hOMTN,week_11:hRgl3,week_10:hEndo,week_8:hProgFPM,week_8:hRN,week_9:hOMTN,week_10:hDA2,week_10:hRgl3,week_11:hOPC,week_11:hRgl2c,week_10:hNbM,week_10:hDA1,week_9:hProgBP,week_8:hProgM,week_10:hRgl2b,week_7:hRgl2a,week_7:hOMTN,week_7:Unk,week_10:hRgl1,week_7:hProgBP,week_10:hDA0,week_9:hNbGaba,week_9:hDA0,week_9:hDA1,week_9:hNProg,week_8:hProgFPL,week_9:hRgl2a,week_9:hDA2,week_6:hNbML1,week_9:hNbM,week_9:hNbML1,week_6:hNbM,week_10:hGaba
SSSCA1-AS1,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SSSCA1,16,10,4,5,7,4,8,1,3,0,9,2,4,4,2,9,9,4,3,0,1,5,2,5,2,2,4,0,2,1,1,2,1,0,3,1,4,3,0,2,0,3,1,0,1,0,0,0,2,0,0,1,0,0,0,1
FAM89B,17,27,20,13,19,8,4,10,10,4,12,13,11,11,6,10,12,3,4,13,6,13,4,13,3,6,6,6,4,9,4,6,5,4,9,3,5,4,3,5,1,5,1,3,0,3,4,5,7,3,1,5,0,4,3,3
EHBP1L1,7,3,0,5,5,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0
MAP3K11,6,7,4,3,12,2,1,1,1,0,0,0,1,17,1,2,3,1,0,2,1,1,0,0,0,8,0,0,0,0,2,2,1,1,2,1,0,0,0,0,0,1,1,2,0,1,0,1,1,0,1,0,0,0,1,0
PCNXL3,17,19,18,3,16,3,5,3,3,11,3,1,3,8,3,4,4,0,3,2,3,2,1,2,5,4,4,2,3,3,4,5,2,2,3,1,5,2,0,2,1,5,0,3,2,4,0,1,2,0,1,1,4,0,1,0
SIPA1,12,3,3,1,6,1,0,0,2,0,0,0,0,12,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RELA,30,19,17,8,17,7,4,1,7,4,3,3,3,10,2,1,3,0,3,6,4,4,2,2,4,7,4,3,1,5,1,4,7,4,3,0,0,3,2,3,0,0,0,3,4,2,1,2,2,2,3,3,0,1,1,3
KAT5,12,14,10,10,6,4,10,2,3,7,7,4,4,7,4,11,9,3,4,6,2,7,2,7,5,1,4,1,1,1,1,2,5,2,1,2,3,2,0,0,0,4,1,2,0,1,3,0,3,0,0,0,0,1,1,3
RNASEH2C,15,8,10,6,19,4,10,7,7,3,9,2,3,7,3,7,15,4,4,2,1,6,1,4,4,4,6,1,0,2,6,3,4,3,0,3,2,3,0,0,1,3,1,2,1,1,3,0,1,1,1,1,0,1,0,0
AP5B1,1,3,0,1,4,1,1,2,1,1,0,0,0,1,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SNX32,3,3,3,2,1,2,0,0,1,2,0,2,2,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0
CFL1,91,84,72,53,66,35,43,41,34,33,40,37,30,41,29,34,33,26,28,26,21,29,22,26,22,20,18,18,16,16,15,17,19,19,17,14,16,10,14,12,10,13,7,13,12,7,9,7,13,9,8,11,10,9,9,8
MUS81,19,27,23,19,27,4,6,5,9,6,13,10,7,16,10,12,6,8,9,1,2,8,7,9,6,10,1,2,4,6,3,6,7,9,8,1,4,2,0,1,1,5,5,6,2,1,1,0,6,2,0,2,3,1,3,3
EFEMP2,42,17,26,4,25,2,3,3,5,1,3,1,1,9,2,5,2,2,3,2,0,2,0,2,14,5,2,0,1,0,7,2,4,0,1,0,2,1,4,0,0,2,0,1,1,0,0,1,2,0,0,0,0,0,0,0
FIBP,36,34,22,27,19,7,18,13,10,3,17,18,14,12,10,13,19,7,11,6,10,19,11,16,10,15,8,8,5,11,6,12,7,8,10,3,6,3,4,9,6,4,4,6,3,3,2,3,6,5,1,3,2,2,2,5
CCDC85B,12,7,12,8,5,1,3,1,2,1,5,6,2,19,2,1,4,0,2,2,2,1,1,4,0,8,1,2,2,3,1,0,1,1,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0
FOSL1,0,1,1,1,1,0,0,0,2,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11orf68,13,9,8,9,7,2,4,4,4,2,2,3,2,5,2,6,7,0,2,1,1,1,0,2,5,1,2,1,2,1,2,2,4,1,1,1,0,0,1,2,0,2,0,2,1,2,1,0,1,1,2,0,0,0,0,0
DRAP1,25,17,32,22,18,5,8,7,5,4,17,6,1,12,7,8,10,3,7,3,6,10,0,7,6,8,4,2,4,7,7,5,7,2,6,5,2,4,1,1,2,3,1,3,4,2,3,0,4,3,3,4,1,3,3,1
SART1,12,10,11,4,9,0,8,1,4,3,1,3,5,6,3,4,8,2,3,4,1,6,2,4,1,2,6,9,0,5,1,2,0,1,0,0,1,1,0,1,0,1,0,0,0,2,0,0,2,0,0,1,0,1,2,1
EIF1AD,5,4,5,3,7,3,5,2,3,5,3,2,6,5,4,7,7,1,3,2,3,2,0,3,2,2,1,4,1,1,1,3,2,1,3,2,1,1,0,2,2,0,1,3,2,0,0,2,0,2,1,0,1,0,0,0
BANF1,56,68,56,32,55,5,45,38,28,5,33,24,32,27,21,34,31,24,23,21,2,22,19,21,19,17,17,10,3,13,9,15,13,12,14,4,12,10,2,0,1,10,3,4,2,1,4,2,11,2,1,11,2,1,3,4
GAL3ST3,3,3,3,1,1,3,0,0,1,5,1,0,1,0,1,0,0,1,1,1,0,3,0,0,4,0,0,0,4,1,0,0,1,1,2,1,0,1,0,0,0,1,0,0,3,1,0,1,0,1,0,1,0,0,0,0
SF3B2,64,57,47,28,28,19,36,21,27,21,28,18,19,21,15,24,24,15,17,16,13,13,8,20,17,12,10,9,11,10,10,10,14,9,14,9,11,10,10,7,3,7,5,11,7,8,9,8,7,5,4,8,6,8,5,8
PACS1,22,27,12,17,16,10,3,2,3,14,7,1,0,5,7,5,6,1,1,0,6,4,1,4,6,6,2,2,5,10,6,3,2,3,8,1,0,5,4,4,3,3,2,2,0,0,3,1,3,3,2,1,1,0,1,2
KLC2,7,4,7,3,4,0,6,3,2,0,2,3,1,0,4,1,1,3,2,3,0,0,1,6,1,1,2,2,4,0,3,2,1,2,1,1,1,1,0,0,0,1,0,1,2,1,0,0,1,1,0,1,2,0,0,2
RAB1B,32,23,28,11,27,5,9,7,13,5,8,10,7,22,8,13,15,7,8,2,2,4,3,8,5,9,4,5,4,6,6,5,4,5,3,3,1,3,4,5,1,5,0,2,4,0,2,2,8,1,1,1,0,2,0,2
CNIH2,4,12,12,15,6,3,6,1,6,6,3,4,1,4,6,5,0,3,4,7,5,5,0,5,8,2,1,3,5,9,3,5,3,3,8,1,1,0,0,0,0,2,1,3,4,2,1,2,2,1,2,2,1,0,2,3
YIF1A,19,14,23,2,18,7,4,4,9,1,5,5,5,6,0,4,4,2,4,2,4,7,2,0,7,3,4,3,2,0,3,3,3,0,1,2,4,1,0,0,0,3,1,1,1,1,0,0,3,1,0,1,0,0,0,2
TMEM151A,1,4,1,3,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
CD248,87,3,1,2,57,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RIN1,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRMS1,11,15,17,12,11,5,11,8,4,3,3,3,1,5,1,3,6,0,6,3,2,4,6,2,4,4,5,2,3,1,2,6,3,6,1,2,3,2,1,2,2,3,1,1,0,0,2,0,2,2,0,0,0,0,2,1
B3GNT1,35,62,55,23,19,13,13,10,19,10,7,8,5,10,11,16,13,5,5,5,11,9,4,11,21,3,3,3,13,10,16,7,9,5,9,7,2,10,4,6,1,9,2,9,5,1,4,5,4,5,4,4,2,4,1,2
SLC29A2,0,2,3,0,0,0,1,0,2,1,1,0,1,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1
NPAS4,5,3,3,9,0,4,0,1,1,5,2,1,1,0,0,0,1,1,0,3,2,1,0,1,0,1,2,2,3,6,1,0,0,4,10,0,0,0,0,1,0,0,0,1,2,2,3,1,0,0,1,0,0,0,0,0
MRPL11,12,13,10,5,14,2,13,3,3,2,11,2,6,5,4,9,10,4,4,3,3,7,3,5,3,0,5,2,2,4,4,2,3,2,1,4,3,2,3,1,2,0,1,1,0,1,0,1,2,2,0,0,0,0,1,2
PELI3,1,2,5,5,2,2,0,0,2,1,0,0,0,0,3,0,1,0,0,2,1,3,1,2,0,1,0,0,2,0,1,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0
LOC101928069,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DPP3,9,8,7,5,11,1,9,3,1,0,3,3,6,1,1,4,9,1,3,2,2,5,1,1,3,2,1,1,0,5,3,2,0,1,4,0,5,2,1,0,2,1,0,3,2,1,1,1,2,1,0,1,0,1,1,1
BBS1,13,11,12,6,4,6,2,7,8,2,9,1,1,6,7,5,5,3,1,5,2,2,2,2,9,2,3,1,2,2,7,1,1,1,2,2,1,1,2,2,0,5,4,1,2,1,3,1,2,2,1,0,1,0,0,1
ZDHHC24,0,1,2,1,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CTSF,7,23,18,3,10,5,4,2,8,3,2,2,4,5,3,6,5,0,2,6,1,2,2,2,8,2,3,2,2,3,2,6,2,0,3,0,1,3,2,0,0,1,0,3,3,2,1,0,2,2,0,0,2,2,0,2
CCS,10,13,9,13,8,4,8,4,3,6,3,8,6,4,3,9,4,3,6,8,2,6,2,5,4,3,1,3,1,3,1,3,3,3,3,1,2,2,2,0,1,0,1,3,1,2,0,0,4,1,1,0,0,1,4,3
RBM14-RBM4,23,24,24,17,17,18,14,9,7,12,15,18,15,11,6,9,19,7,7,15,12,8,7,11,8,14,7,6,7,6,3,3,5,9,8,6,4,4,3,6,3,7,3,4,4,7,4,5,6,1,1,5,2,4,3,3
RBM14,22,22,27,12,11,11,17,11,9,12,17,8,9,9,5,9,13,4,12,7,8,7,7,7,6,5,8,2,8,5,5,6,7,6,3,5,5,4,7,3,1,7,2,4,6,2,1,1,7,2,2,3,3,5,0,3
RBM4,65,54,22,32,30,16,28,22,11,9,28,20,24,16,10,25,22,13,15,16,8,23,12,22,8,10,11,10,10,13,11,8,8,13,9,7,9,6,2,8,6,9,4,8,3,6,3,7,8,5,3,8,2,6,9,5
RBM4B,29,31,18,17,9,10,16,10,10,9,10,17,9,10,6,11,13,4,7,13,9,10,5,9,7,3,5,8,7,7,6,4,9,8,10,2,5,4,4,7,3,4,3,5,3,3,4,2,6,6,2,10,7,6,2,1
SPTBN2,5,7,3,6,1,5,1,1,7,6,3,11,8,1,5,4,5,0,5,7,3,6,4,9,0,2,0,6,8,3,1,1,0,5,3,1,1,1,0,1,2,0,0,2,1,0,1,1,1,0,1,1,0,1,2,2
C11orf80,4,4,5,3,0,2,1,1,1,0,2,0,1,0,2,0,1,0,0,1,0,3,1,1,1,0,1,1,1,1,1,0,2,1,1,1,0,0,0,2,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,2
RCE1,4,6,6,5,4,1,1,4,3,2,3,2,1,5,2,3,6,0,1,5,0,3,2,2,2,1,0,0,5,1,2,0,2,3,2,1,3,1,0,2,0,0,0,1,3,1,1,3,1,4,1,0,2,1,1,0
PC,3,9,13,4,2,0,1,0,9,0,2,2,1,1,1,3,2,1,1,2,1,3,1,0,1,1,2,0,1,0,2,4,2,1,0,2,2,1,1,0,0,2,2,1,2,2,0,0,0,0,0,2,2,0,0,1
LRFN4,10,11,17,13,5,5,3,2,8,8,2,3,1,5,4,2,4,0,0,3,3,1,2,5,2,1,1,2,3,0,2,2,9,6,4,3,0,2,2,2,0,2,0,3,1,3,0,1,1,0,1,1,2,2,1,4
SYT12,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
RHOD,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KDM2A,45,31,30,26,26,11,12,9,10,11,9,9,7,15,11,8,12,3,10,7,7,4,5,5,4,8,3,3,7,6,4,5,4,6,6,6,3,5,6,4,2,5,4,8,5,4,4,3,4,2,3,4,5,2,2,3
ADRBK1,10,7,9,5,3,2,1,0,2,5,1,1,2,8,5,1,2,0,0,2,3,1,1,2,3,0,1,1,4,1,0,1,2,3,5,3,0,1,1,1,0,0,0,0,2,1,2,1,0,0,0,0,2,3,0,0
ANKRD13D,13,9,6,14,11,8,9,4,8,4,0,3,3,6,8,2,5,2,2,4,6,1,0,1,2,2,1,3,3,3,2,5,1,6,3,2,0,2,0,0,1,2,1,3,5,2,0,1,1,3,1,3,2,1,1,3
SSH3,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LOC100130987,1,1,1,0,0,0,0,0,1,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
POLD4,36,10,5,1,26,3,3,2,4,4,1,3,0,8,3,0,1,1,1,0,1,3,1,7,2,9,0,1,1,4,0,3,2,0,1,0,0,3,0,1,0,1,2,2,0,0,0,1,0,1,1,1,1,0,1,0
CLCF1,0,1,0,0,2,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAD9A,8,3,12,2,6,0,1,1,0,2,2,1,0,2,4,2,1,1,1,1,3,1,1,1,2,2,0,0,0,1,1,1,2,1,0,1,0,0,1,0,0,1,0,1,2,0,1,0,2,0,0,0,1,0,0,1
PPP1CA,30,19,18,13,26,8,10,9,7,4,19,11,8,19,13,13,16,5,10,10,3,12,6,10,6,8,9,2,5,6,3,5,4,3,10,3,9,5,1,3,3,3,3,4,1,3,0,1,5,1,2,4,3,2,2,3
TBC1D10C,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS6KB2,8,7,4,4,3,2,0,1,1,4,2,0,1,2,3,5,4,0,0,1,0,1,0,3,2,4,0,1,1,0,1,1,2,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,0
PTPRCAP,1,1,1,0,1,1,0,0,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORO1B,14,7,11,6,16,1,4,0,3,0,5,3,1,10,2,2,6,2,3,3,1,1,0,4,4,4,0,1,0,2,2,1,1,1,4,0,1,0,2,1,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,2
CABP4,0,0,1,2,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
TMEM134,4,5,9,1,5,1,1,1,3,1,2,1,3,2,2,0,2,0,1,1,0,1,0,0,2,5,1,1,1,0,0,1,1,1,0,3,0,2,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1
AIP,9,16,12,10,8,3,3,5,6,2,8,7,5,8,3,7,5,5,5,4,0,11,3,7,7,5,3,4,3,2,2,2,2,1,1,1,4,0,1,2,1,4,0,1,0,0,1,1,1,0,0,3,0,0,0,2
PITPNM1,16,5,5,3,5,0,2,2,2,1,4,1,1,1,1,4,4,1,1,1,0,1,0,1,1,1,1,0,3,4,1,0,2,1,0,1,0,0,2,3,0,2,0,0,1,1,2,0,0,0,0,1,0,0,0,0
CDK2AP2,14,18,15,2,14,1,3,10,4,0,10,2,2,7,2,5,5,1,7,2,3,5,3,6,5,6,8,0,2,1,4,3,4,3,0,1,2,1,5,0,2,1,1,1,2,0,1,1,0,1,3,2,3,2,0,1
GSTP1,70,88,72,34,49,17,55,40,40,11,43,19,37,37,24,37,34,28,30,12,5,22,22,22,24,20,21,10,12,15,20,18,18,11,13,15,16,13,15,10,10,17,15,7,2,4,3,7,13,9,1,9,5,5,5,8
NDUFV1,37,38,24,22,25,7,18,8,10,7,16,10,16,12,16,11,16,9,12,5,5,10,6,12,9,10,6,9,11,5,5,9,5,8,9,4,6,6,2,5,5,7,2,7,2,4,0,2,4,3,1,1,0,3,0,5
NUDT8,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ACY3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FAM86C2P_p1,1,3,2,1,2,1,3,0,4,1,0,2,0,0,0,2,0,0,3,3,1,1,2,1,1,0,1,1,0,0,0,2,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
UNC93B1,1,1,2,1,0,0,0,0,1,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH3B1,2,6,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFS8,34,58,27,31,38,6,32,31,17,8,31,17,18,16,11,29,24,9,16,17,8,22,10,19,15,11,14,12,9,11,11,10,5,11,9,7,13,5,5,8,5,8,3,4,2,3,2,1,9,2,1,6,1,1,4,4
TCIRG1,6,2,1,1,8,0,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHKA,16,40,37,5,17,12,8,9,12,11,4,7,7,14,8,9,11,4,10,3,6,3,4,8,14,8,5,5,8,3,9,6,12,4,5,4,5,7,7,4,2,5,1,4,4,2,3,3,3,2,0,1,2,2,0,2
SUV420H1,27,39,32,22,19,20,18,11,20,24,15,15,11,14,15,11,12,8,8,13,18,14,5,13,10,4,6,6,11,7,6,4,9,8,13,6,3,4,7,5,4,1,1,8,11,6,8,7,6,4,6,3,2,3,4,4
C11orf24,5,2,2,3,4,1,4,1,1,0,3,3,1,2,0,0,1,2,0,0,0,3,1,3,0,1,2,2,0,0,2,3,1,0,1,2,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2
LRP5,14,17,15,2,9,4,4,2,5,0,8,7,6,6,1,3,6,0,2,5,0,0,4,2,2,8,2,0,2,2,2,3,3,2,1,3,3,3,2,0,1,1,2,0,2,1,1,0,3,2,0,2,1,1,2,1
PPP6R3,20,39,29,19,15,10,23,12,9,13,13,13,8,14,3,10,19,8,10,11,10,11,12,13,6,7,9,3,10,4,5,6,7,6,6,6,2,2,7,4,3,4,4,5,4,8,6,3,9,1,4,3,6,2,1,2
GAL,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTL5,0,0,0,1,0,1,1,0,0,1,2,0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CPT1A,20,12,8,3,8,3,2,2,4,3,2,0,1,14,4,4,4,1,4,1,1,1,2,3,1,6,0,0,0,1,3,3,3,0,0,4,1,1,4,1,0,3,0,0,0,2,0,1,0,2,0,0,1,1,0,0
MRPL21,34,16,23,19,21,4,22,2,8,5,27,4,1,14,5,17,14,11,3,1,1,2,5,12,7,6,1,0,4,4,6,7,7,3,7,1,1,2,5,4,3,3,8,2,1,3,3,1,1,1,1,5,1,2,4,2
IGHMBP2,3,9,5,2,6,4,4,3,5,2,2,4,2,1,2,5,4,1,1,2,2,3,1,0,1,2,3,0,2,1,1,1,2,2,1,0,1,2,1,1,1,0,0,0,1,0,0,0,4,0,1,0,0,1,0,3
MRGPRF,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TPCN2,5,5,2,2,2,3,0,0,2,3,1,3,1,1,1,0,1,1,0,0,1,2,0,0,1,0,0,0,2,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,1,0,1
CCND1,31,33,24,5,22,13,31,26,17,5,38,4,15,18,10,21,24,15,23,10,10,4,14,8,1,11,16,4,3,0,2,10,6,1,1,11,11,5,8,1,3,5,3,0,3,2,2,6,10,2,1,3,0,2,2,1
ORAOV1,5,8,7,4,2,4,2,8,3,1,2,2,3,1,0,1,2,0,3,2,1,3,0,3,1,0,3,1,3,2,1,0,1,3,2,0,0,0,0,1,1,1,1,1,0,0,0,1,3,1,1,0,0,0,0,0
FGF19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LOC101928443,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ANO1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADD,8,6,10,2,8,0,9,5,2,2,4,2,3,3,2,5,6,3,2,1,2,4,2,5,3,0,2,1,1,2,3,2,6,1,2,1,0,1,1,0,0,1,0,1,1,0,3,0,2,0,1,2,1,3,0,2
PPFIA1,24,18,16,10,23,11,18,7,14,9,7,2,5,17,10,8,7,4,4,5,6,3,2,5,5,4,6,3,2,1,4,7,4,5,4,2,2,3,3,4,1,1,3,3,2,2,4,2,5,4,3,0,2,2,0,2
CTTN,49,28,15,20,26,10,6,5,8,15,10,12,5,23,5,6,6,2,3,9,11,6,5,7,11,10,6,7,7,4,2,5,2,6,11,4,3,3,3,4,1,5,1,1,6,6,4,2,2,3,4,3,2,4,2,4
SHANK2,8,13,8,13,1,16,0,4,3,20,3,4,3,1,5,1,3,0,2,3,9,5,1,6,4,1,1,5,12,7,2,1,1,2,7,5,2,2,1,4,2,4,1,2,7,4,7,1,2,4,2,1,8,1,1,4
SHANK2-AS1,1,0,1,3,0,2,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0
FLJ42102,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DHCR7,12,40,45,10,9,6,13,8,15,2,5,5,7,6,3,8,9,0,8,4,2,13,3,7,10,6,4,2,4,3,9,5,8,4,2,3,5,2,5,3,0,6,2,2,1,1,1,3,3,1,0,4,0,2,2,2
NADSYN1,7,14,4,3,10,1,1,0,4,2,1,2,2,10,3,2,2,0,0,2,2,0,1,2,2,6,1,1,1,0,1,2,0,0,0,0,2,2,0,2,0,2,3,1,0,0,1,0,3,1,0,0,0,1,1,0
FAM86C1,0,0,2,0,1,2,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG1L9P_p1,1,2,2,0,0,0,0,0,3,1,1,0,1,0,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
LOC100133315,1,3,0,1,1,1,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF121,7,9,4,3,1,1,1,0,5,2,3,2,0,4,2,4,2,1,3,0,1,3,2,2,2,2,3,3,1,0,0,0,2,0,0,0,1,1,0,1,0,2,0,1,1,1,0,1,1,1,0,4,0,0,0,0
IL18BP,0,3,4,0,2,2,2,1,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
