,GW16:Neurons,GW26:GABAergic neurons,GW23:GABAergic neurons,GW16:Stem cells,GW26:Neurons,GW10:Neurons,GW23:Neurons,GW10:Stem cells,GW16:GABAergic neurons,GW19:Neurons,GW26:OPC,GW26:Astrocytes,GW12:Neurons,GW09:Stem cells,GW26:Microglia,GW09:Neurons,GW23:OPC,GW19:GABAergic neurons,GW13:Neurons,GW08:Neurons,GW16:OPC,GW12:Stem cells,GW16:Microglia,GW23:Microglia
ERCC5,10,2,1,0,3,4,3,2,1,4,1,1,2,0,0,0,0,1,1,0,1,0,0,0
ERCC6,73,45,11,22,12,7,10,12,10,6,8,10,1,0,6,2,2,2,0,0,3,0,2,1
ERCC6-PGBD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERCC6L,49,11,1,24,5,2,1,7,9,3,11,1,0,11,0,2,1,0,0,0,0,2,2,0
ERCC6L2,232,147,52,49,33,22,33,25,29,29,20,27,18,15,16,16,9,4,2,3,6,2,5,2
ERCC8,134,65,16,44,12,13,9,23,16,15,15,15,17,6,11,3,2,7,1,3,2,3,2,3
EREG,39,23,8,16,4,5,2,6,6,4,3,7,0,3,4,2,1,0,0,0,1,1,1,0
ERF,32,18,9,16,8,11,3,27,2,0,13,9,0,8,4,3,8,1,0,0,2,0,1,1
ERG,2,6,10,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
ERGIC1,137,91,33,31,13,20,18,24,18,8,11,13,7,7,15,9,4,0,1,6,4,1,5,3
ERGIC2,313,183,64,86,44,49,38,49,40,36,42,46,30,34,21,22,13,8,10,7,12,7,3,5
ERGIC3,473,298,111,113,78,73,62,65,60,65,64,58,51,35,33,29,22,13,16,13,12,11,10,8
ERH,377,204,81,101,55,66,37,69,46,28,34,42,31,38,18,20,15,12,13,12,9,11,7,6
ERI1,169,65,14,48,11,18,10,22,17,19,19,12,4,11,8,11,8,0,3,4,3,0,2,0
ERI2,48,26,8,29,8,7,8,19,5,3,10,9,8,6,1,2,7,0,1,1,3,6,1,3
ERI3,413,266,96,99,71,61,51,67,49,56,54,50,35,38,27,29,19,9,11,9,10,9,8,8
ERI3-IT1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ERICH1,338,171,74,75,47,53,56,47,32,61,29,41,32,31,28,17,14,13,13,7,8,10,7,7
ERICH1-AS1,4,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERICH2,8,17,1,4,3,0,0,2,0,1,6,16,3,0,2,1,2,1,0,1,0,0,0,1
ERICH3,28,108,34,8,19,7,10,4,5,4,15,18,1,0,6,4,5,0,0,0,2,0,0,1
ERICH3-AS1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERICH4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERICH5,10,2,3,3,0,0,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ERICH6,3,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERICH6-AS1,25,15,6,6,1,4,3,3,3,0,2,7,1,3,2,3,3,0,0,1,0,0,2,0
ERICH6B,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERLEC1,296,176,58,73,41,44,42,36,32,23,31,38,24,22,20,16,13,10,6,3,5,8,8,5
ERLIN1,102,67,19,52,24,13,16,22,12,15,19,26,6,20,9,8,8,0,3,2,1,4,1,1
ERLIN2,132,80,15,42,12,12,3,21,19,6,16,16,6,2,7,2,3,1,3,1,4,0,3,4
ERMAP,42,30,3,9,4,3,0,7,6,1,4,8,0,2,6,0,0,1,0,2,0,0,3,2
ERMARD,160,76,18,46,16,15,13,18,12,10,17,17,14,7,9,10,3,3,2,2,7,6,4,2
ERMN,2,0,17,1,0,4,15,5,1,0,0,0,0,0,1,0,4,0,0,1,0,1,1,0
ERMP1,42,27,10,9,3,4,2,9,5,2,9,7,0,1,1,2,2,2,0,0,0,0,0,1
ERN1,6,4,3,0,3,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0
ERN2,0,2,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
ERO1L,205,133,30,57,23,32,22,34,25,27,22,32,16,11,18,5,5,4,5,3,5,5,5,4
ERO1LB,195,196,49,42,38,12,19,9,26,20,26,35,7,7,19,6,9,6,3,3,3,0,4,3
ERP27,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERP29,356,214,83,96,53,52,43,52,38,48,41,49,29,19,30,19,16,8,13,11,10,7,10,6
ERP44,306,150,64,87,41,48,34,36,40,35,25,38,25,29,25,18,20,7,14,10,7,7,9,8
ERRFI1,81,56,10,13,12,14,7,18,5,7,13,18,5,3,6,5,4,1,1,3,3,0,2,0
ERV3-1,37,18,16,4,6,9,7,9,3,4,3,1,5,5,1,2,1,0,2,1,1,1,1,1
ERVFRD-1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ERVH48-1,11,0,0,4,0,2,0,3,2,0,0,0,0,1,0,1,0,1,2,2,0,0,0,0
ERVK13-1,128,72,22,35,12,13,13,12,14,12,10,13,6,1,7,4,2,1,3,3,5,2,1,2
ERVMER34-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ERVV-1,12,19,4,3,1,1,1,5,1,4,2,2,1,1,3,0,0,0,0,0,0,1,0,0
ERVV-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESAM,37,61,31,16,4,5,4,16,7,1,11,7,2,2,3,2,2,2,0,0,0,1,1,2
ESCO1,170,85,40,31,22,24,15,17,14,28,22,21,19,8,12,9,5,4,8,7,4,4,4,2
ESCO2,54,21,4,56,4,9,1,20,5,2,21,3,1,20,2,1,5,0,0,2,1,1,0,0
ESD,517,284,104,119,86,80,53,75,69,70,62,55,55,48,27,31,19,17,14,15,13,9,11,8
ESF1,384,215,101,95,58,62,47,68,48,56,49,45,36,38,23,25,18,14,13,7,13,10,6,6
ESM1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPL1,46,8,1,33,2,0,0,17,6,0,10,0,2,12,1,5,2,0,0,0,2,5,1,0
ESPN,5,4,2,2,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
ESPNL,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPNP,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
ESR1,5,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESR2,15,10,2,3,0,2,2,3,1,1,1,0,0,0,1,0,0,0,0,2,1,1,0,0
ESRG,27,25,7,4,5,3,4,3,2,1,3,6,0,0,4,1,1,0,0,0,1,0,1,1
ESRP1,2,7,5,0,4,2,2,0,0,0,2,1,0,0,0,0,1,0,2,0,0,0,0,1
ESRP2,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESRRA,21,15,9,4,3,7,0,3,4,0,5,4,2,1,0,1,1,0,0,0,0,1,0,0
ESRRB,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESRRG,90,72,22,16,11,6,10,13,11,10,14,21,5,1,8,3,7,1,2,0,0,1,4,1
ESX1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESYT1,85,68,18,29,13,7,7,22,6,7,19,20,2,20,14,6,3,1,5,2,3,0,3,1
ESYT2,316,197,54,76,51,28,25,39,32,27,34,40,9,14,25,12,10,2,6,1,6,5,6,5
ESYT3,5,5,3,2,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
ETAA1,90,41,11,40,6,2,2,15,10,7,11,12,4,7,6,4,4,1,1,1,2,2,2,2
ETF1,235,135,35,59,29,29,20,31,31,9,26,29,12,14,14,17,6,1,6,5,8,2,7,3
ETFA,349,182,55,89,43,62,39,55,40,43,45,47,27,34,25,23,15,3,10,6,12,9,8,5
ETFB,342,257,113,90,65,49,67,50,45,51,41,39,22,31,29,18,20,12,11,11,10,8,9,7
ETFDH,79,54,21,27,11,9,10,15,18,8,13,9,10,6,5,6,5,1,3,2,2,1,2,3
ETHE1,235,101,31,59,31,36,17,28,23,15,19,24,18,18,17,14,4,1,8,0,7,2,5,4
ETNK1,473,267,94,109,87,78,61,67,61,67,63,51,53,42,29,35,15,15,15,13,13,11,11,7
ETNK2,69,103,13,14,13,5,5,6,7,10,9,11,1,2,12,3,5,3,0,0,1,0,5,0
ETNPPL,9,9,4,2,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0
ETS1,31,47,12,4,6,1,4,2,5,0,11,6,0,0,4,0,0,1,1,0,1,0,2,2
ETS2,46,53,20,7,7,4,4,5,2,2,5,7,6,1,17,1,2,0,4,0,5,1,2,8
ETV1,149,156,45,71,43,16,12,41,14,17,50,49,5,12,20,2,20,5,1,1,6,7,4,3
ETV2,54,40,6,6,5,3,2,2,8,3,5,13,5,0,3,0,0,0,0,1,1,3,1,0
ETV3,13,6,4,6,3,6,2,1,2,1,2,1,3,0,0,2,0,2,0,0,0,0,1,0
ETV3L,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETV4,22,35,1,16,6,1,1,3,1,0,23,21,1,0,2,0,4,1,0,0,0,2,0,0
ETV5,166,143,54,64,24,5,16,32,26,16,53,52,10,3,32,0,19,3,2,2,10,4,10,8
ETV6,31,55,11,8,10,5,2,9,5,1,8,11,2,4,13,2,2,0,0,0,0,3,3,2
ETV7,2,5,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
EVA1A,4,4,1,0,0,0,1,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
EVA1B,21,9,8,3,3,6,3,7,0,0,1,5,0,0,2,0,0,0,2,1,1,0,1,0
EVA1C,21,31,5,18,12,0,7,5,1,0,6,12,1,0,1,0,1,0,0,0,0,1,0,0
EVADR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EVC,13,11,2,1,1,3,0,2,1,2,0,0,1,1,1,1,0,1,0,0,0,0,1,0
EVC2,8,9,6,5,1,1,0,5,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
EVI2A,63,48,21,8,15,4,15,9,2,1,17,15,5,2,27,0,7,0,0,2,10,0,8,7
EVI2B,15,8,3,1,0,2,1,3,1,3,1,2,0,0,15,0,1,2,0,0,2,0,5,4
EVI5,159,119,37,40,19,23,15,26,22,16,35,21,13,11,23,7,10,4,7,2,6,1,7,2
EVI5L,164,156,28,37,40,10,10,13,19,8,26,33,9,5,14,9,5,0,3,0,1,2,3,2
EVL,436,332,108,105,86,73,49,63,63,38,53,53,33,21,39,26,15,9,7,14,12,11,10,10
EVPL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EVPLL,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EVX1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EVX1-AS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EVX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EWSAT1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EWSR1,473,287,129,116,75,80,78,74,56,67,57,53,45,38,33,31,20,15,14,14,14,11,9,9
EXD1,7,1,3,0,2,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EXD2,242,127,59,69,32,30,35,29,23,22,24,34,10,20,15,15,9,5,9,3,10,2,6,2
EXD3,159,223,44,41,45,20,17,26,23,15,35,37,12,13,21,10,8,6,1,1,5,3,4,5
EXO1,35,12,0,35,0,1,1,23,2,2,11,1,2,11,1,1,2,1,1,1,0,1,1,0
EXO5,148,103,35,40,22,21,15,16,14,19,22,22,7,7,10,8,5,6,4,3,2,2,4,1
EXOC1,324,188,68,68,46,44,27,38,38,32,32,30,33,15,21,14,9,5,3,6,9,4,6,5
EXOC2,247,139,35,54,32,30,18,26,23,22,27,27,18,15,14,20,4,5,4,7,8,4,7,3
EXOC3,206,119,26,40,19,20,9,24,21,17,23,24,7,10,13,5,4,5,0,2,6,2,3,2
EXOC3-AS1,70,22,8,13,4,9,2,5,6,5,4,3,10,2,1,4,1,0,1,0,1,2,2,0
EXOC3L1,6,19,8,1,2,1,1,2,1,4,4,0,0,0,0,0,0,1,1,0,0,0,0,1
EXOC3L2,1,3,1,2,0,1,1,3,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0
EXOC3L4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXOC4,310,194,65,61,51,39,43,36,33,34,30,37,8,15,20,21,6,4,11,3,7,5,5,6
EXOC5,414,220,86,92,55,63,42,48,57,50,45,44,40,27,19,25,10,9,7,11,12,10,4,2
EXOC6,178,200,32,50,37,18,33,26,18,25,31,36,8,10,19,9,6,2,4,2,4,1,5,1
EXOC6B,41,30,11,9,4,3,4,6,2,6,8,7,1,2,7,2,1,1,3,1,1,1,0,0
EXOC7,363,234,85,98,57,55,45,51,46,40,38,50,18,18,29,12,15,5,8,11,7,4,9,2
EXOC8,84,60,14,23,11,15,5,13,16,10,17,12,2,1,3,4,2,2,0,1,3,1,5,0
EXOG,161,92,36,38,22,24,18,31,23,14,25,28,16,15,9,10,9,0,7,6,4,3,4,2
EXOSC1,274,158,48,66,32,21,23,31,28,30,25,32,31,24,19,16,6,3,5,7,7,6,6,3
EXOSC10,353,216,83,94,66,43,63,50,39,58,48,41,19,27,26,21,15,8,10,6,8,9,5,1
EXOSC2,190,105,43,54,28,30,20,35,21,16,23,20,13,12,11,15,7,4,4,2,6,1,3,3
EXOSC3,212,87,30,61,23,34,17,36,22,17,24,15,18,27,15,13,8,3,6,5,4,8,5,1
EXOSC4,348,161,55,83,30,53,31,51,42,42,31,38,33,32,20,26,7,6,8,12,11,8,9,0
EXOSC5,255,125,46,57,36,45,37,38,33,37,14,18,27,11,13,20,10,7,4,4,9,8,5,1
EXOSC6,112,54,16,32,13,14,10,20,20,6,13,10,11,13,9,12,3,3,2,2,5,2,2,0
EXOSC7,319,153,53,83,48,44,26,56,33,41,32,31,30,25,14,19,10,8,9,7,12,9,8,4
EXOSC8,339,145,74,103,41,54,34,60,36,38,41,33,25,37,16,27,17,8,9,8,11,12,5,2
EXOSC9,153,66,27,45,11,18,14,36,8,26,21,16,15,26,5,12,8,5,2,3,4,6,5,0
EXPH5,102,82,10,23,7,14,9,23,11,9,10,14,3,6,11,5,4,1,4,1,3,4,3,1
EXT1,90,49,10,19,5,11,3,24,4,5,10,12,9,7,4,5,3,0,1,0,1,3,1,0
EXT2,202,113,41,64,28,28,21,31,27,22,26,25,14,20,14,9,11,1,3,5,4,4,5,2
EXTL1,12,32,6,2,3,6,3,8,2,6,14,6,2,2,2,1,2,0,0,0,1,0,0,0
EXTL2,257,140,50,76,40,43,28,44,38,24,34,34,21,17,16,14,14,6,7,8,8,7,5,0
EXTL3,300,200,48,78,51,38,33,45,28,44,37,39,14,20,21,13,7,7,2,5,9,4,10,2
EXTL3-AS1,24,17,3,7,4,3,2,5,1,2,1,2,1,0,0,0,1,1,0,1,0,0,0,0
EYA1,24,23,14,16,3,0,0,0,10,0,7,2,3,0,1,0,2,0,0,1,4,0,1,0
EYA2,8,7,3,2,0,24,2,17,1,2,12,16,0,8,1,10,5,1,0,2,1,1,0,0
EYA3,169,121,42,40,28,28,12,37,14,13,22,21,16,18,18,10,10,2,3,5,4,5,4,4
EYA4,3,2,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0
EYS,17,16,5,4,3,7,3,3,3,1,2,1,0,0,2,3,0,0,2,1,0,0,0,0
EZH1,207,159,59,39,35,26,28,30,24,20,25,31,14,9,22,9,11,3,4,6,2,1,6,5
EZH2,448,219,69,112,49,54,34,68,54,47,50,39,31,39,22,24,12,10,7,11,7,9,8,2
EZR,514,257,109,117,79,91,72,82,65,74,45,61,52,49,35,33,18,15,15,13,12,12,10,10
EZR-AS1,4,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
F10,7,2,1,0,0,0,0,1,3,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0
F10-AS1,4,6,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F11-AS1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
F11R,96,69,23,22,9,18,11,20,10,4,9,13,10,4,11,4,4,2,5,6,1,4,2,5
F12,35,57,10,6,8,5,4,2,5,4,5,8,1,0,5,4,1,0,0,2,1,0,1,0
F13A1,10,11,2,1,3,3,2,4,2,4,2,1,0,2,1,1,0,1,0,0,0,0,1,0
F13B,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
F2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F2R,389,196,71,95,53,66,51,63,46,53,39,52,44,32,23,31,16,12,8,9,9,9,9,6
F2RL1,5,4,4,3,1,3,3,2,2,0,1,5,2,0,1,0,1,0,0,0,0,0,1,1
F2RL2,26,15,4,3,1,1,1,5,4,1,1,3,0,1,3,2,0,0,0,0,1,1,0,0
F2RL3,43,34,5,9,3,6,2,9,5,2,6,6,0,2,3,1,0,1,0,0,1,0,0,0
F3,137,146,34,63,37,5,20,18,12,24,33,56,7,6,10,2,11,6,0,0,5,2,4,2
F5,8,5,6,1,3,5,1,1,0,1,1,2,0,1,1,0,1,0,1,1,0,0,0,0
F7,4,15,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
F8,22,27,4,5,5,0,0,1,5,3,7,7,1,1,6,1,2,0,1,0,0,0,1,0
F8A1,47,45,14,8,5,8,6,8,10,7,5,8,0,2,6,1,2,0,0,0,3,3,1,0
F8A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F8A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FA2H,0,3,5,0,1,1,5,2,0,0,6,1,0,0,0,0,3,0,0,0,1,0,0,0
FAAH,130,127,34,30,27,4,15,5,21,8,25,16,7,1,9,2,3,4,3,8,1,3,3,2
FAAH2,35,15,5,3,5,1,6,3,2,1,2,5,1,2,1,1,0,0,0,0,1,0,0,0
FAAHP1,1,8,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
FAAP100,247,185,48,67,46,33,26,37,34,29,34,37,11,15,24,9,12,6,4,7,7,4,3,3
FAAP20,338,241,69,90,62,43,32,48,45,28,47,47,31,21,28,20,12,9,7,7,11,7,9,5
FAAP24,96,50,17,15,6,7,7,13,8,11,3,12,5,6,4,2,0,1,2,0,1,0,3,1
FABP1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABP12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABP2,8,5,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FABP3,115,215,54,27,43,13,24,11,14,18,31,34,9,2,20,3,6,3,2,2,2,0,3,2
FABP4,3,3,2,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FABP5,545,373,154,123,114,87,87,82,83,81,70,63,63,48,37,34,25,20,16,15,14,12,11,9
FABP5P3,10,3,0,2,1,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0
FABP6,137,72,13,22,11,28,7,16,9,9,7,9,13,17,8,13,2,1,3,3,3,3,2,0
FABP7,545,373,154,123,116,77,89,80,82,82,70,63,62,42,37,28,25,20,15,13,13,12,11,9
FABP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADD,93,36,15,35,9,11,7,13,8,11,14,11,12,8,3,9,2,0,3,1,4,4,2,1
FADS1,423,250,99,109,66,89,58,80,53,57,56,48,46,43,31,33,21,11,14,10,11,11,10,8
FADS2,248,182,47,70,40,45,25,52,22,26,35,49,8,24,19,11,8,3,6,4,6,6,6,3
FADS3,100,179,38,20,36,5,16,16,9,6,22,33,13,0,16,0,4,0,1,2,0,0,1,2
FADS6,49,42,10,12,4,3,2,8,6,3,3,5,0,4,3,2,0,1,0,0,1,0,1,0
FAF1,123,78,16,29,12,19,9,26,12,5,11,13,4,10,7,3,5,3,2,2,4,3,3,2
FAF2,222,142,48,60,29,33,27,40,22,25,33,31,13,19,12,13,11,5,3,3,7,4,7,3
FAH,16,10,5,7,4,5,4,3,2,1,3,2,1,0,4,0,1,1,1,1,1,0,3,3
FAHD1,310,204,77,78,43,55,47,53,39,51,46,43,25,26,19,20,16,5,7,11,11,8,6,3
FAHD2A,204,114,38,54,20,38,26,36,19,14,25,23,20,19,11,14,11,0,8,4,4,6,7,4
FAHD2B,135,46,18,33,17,23,16,25,11,7,9,14,12,6,2,11,5,0,1,5,4,1,2,0
FAHD2CP,21,9,3,4,3,1,2,3,4,1,1,5,4,3,0,0,0,0,0,1,0,0,0,0
FAIM,167,74,33,50,21,13,10,13,22,13,19,26,7,10,6,7,8,2,3,3,7,1,3,0
FAIM2,289,225,79,55,43,41,52,42,39,45,48,42,29,10,18,12,18,11,6,8,10,3,6,6
FALEC,43,43,19,11,13,5,8,5,6,2,5,4,7,4,3,6,0,0,0,0,0,3,1,1
FAM101A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM101B,32,110,19,11,15,5,3,12,7,6,13,16,1,4,13,1,5,1,0,0,0,1,2,2
FAM102A,124,77,20,32,18,10,11,18,20,11,19,18,0,3,7,1,6,5,1,0,7,0,5,0
FAM102B,86,66,16,21,8,15,3,12,11,4,8,9,4,2,11,3,3,0,0,1,5,0,4,3
FAM103A1,296,122,50,81,42,49,37,41,32,28,20,30,23,31,19,27,6,5,8,5,8,5,6,2
FAM104A,309,171,57,85,45,38,36,43,41,34,30,38,21,24,15,23,11,9,9,5,9,7,8,4
FAM104B,222,122,35,66,29,30,18,37,27,15,24,24,23,26,16,15,9,3,7,10,8,3,4,3
FAM105A,86,89,20,15,19,5,12,7,14,7,16,16,3,3,32,1,5,2,2,1,1,3,9,5
FAM106A,38,48,6,6,7,2,0,3,3,0,5,8,0,1,8,0,0,0,0,1,2,0,2,0
FAM106B,2,10,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
FAM106CP,7,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
FAM107A,306,168,48,97,34,22,15,60,39,41,29,59,8,16,16,3,11,8,2,1,6,6,3,5
FAM107B,323,205,45,74,41,32,18,40,38,24,26,37,17,10,19,11,8,2,1,3,9,3,7,5
FAM109A,105,78,19,18,15,7,13,10,11,9,10,8,3,3,8,4,3,1,0,1,2,1,3,1
FAM109B,21,18,9,13,5,4,5,6,2,4,1,3,0,1,2,1,0,0,0,0,1,0,1,0
FAM110A,238,119,33,45,30,40,21,28,29,36,15,16,11,18,12,23,6,8,6,1,8,7,3,0
FAM110B,439,275,112,93,78,55,70,42,65,72,56,52,45,12,21,23,18,16,12,10,12,12,6,7
FAM110C,8,33,5,1,6,1,0,0,0,1,4,9,1,0,1,0,0,1,1,0,0,0,1,1
FAM110D,1,2,2,1,0,0,2,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0
FAM111A,130,62,11,57,7,13,9,25,18,6,24,17,12,8,11,7,3,4,3,0,4,5,3,3
FAM111B,35,4,4,23,0,8,1,20,2,3,5,0,2,5,2,2,3,2,1,0,0,4,1,0
FAM114A1,97,49,18,35,12,6,5,26,9,4,13,23,2,12,8,6,3,3,1,1,1,4,3,3
FAM114A2,156,52,25,41,15,13,13,19,15,15,19,10,6,11,8,8,6,3,0,2,6,3,6,1
FAM117A,48,13,3,18,1,6,1,10,2,1,2,5,0,1,1,0,2,0,0,1,1,0,0,0
FAM117B,445,241,74,98,82,54,55,53,53,48,36,39,36,17,20,23,12,9,11,10,11,3,7,3
FAM118A,252,87,44,62,17,26,24,24,34,13,18,23,11,9,18,8,3,0,5,4,3,3,6,4
FAM118B,198,66,32,48,17,37,19,31,13,29,16,35,22,15,9,17,8,2,8,10,6,8,6,2
FAM120A,189,129,47,62,22,24,15,32,18,13,28,32,3,12,17,7,11,4,4,2,5,3,8,4
FAM120AOS,117,47,19,33,9,10,3,19,13,6,11,16,3,2,8,4,5,1,3,2,1,2,4,1
FAM120B,169,143,29,43,28,27,18,32,21,12,25,35,16,11,18,8,6,4,2,7,8,2,6,1
FAM120C,74,58,17,15,7,3,3,14,9,0,17,22,2,1,6,3,6,0,2,0,0,2,2,2
FAM122A,118,57,19,29,15,10,5,15,16,11,16,12,11,5,9,6,4,3,2,1,3,3,4,0
FAM122B,126,62,13,51,11,13,6,26,13,7,23,10,6,7,7,4,4,1,0,3,4,3,5,3
FAM122C,59,37,6,26,10,4,1,13,7,1,11,7,1,1,6,0,4,0,1,0,1,1,0,0
FAM124A,165,107,22,39,18,11,9,23,12,9,16,22,5,9,11,4,4,2,1,1,3,2,3,2
FAM124B,9,6,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
FAM126A,354,180,41,74,48,38,47,34,32,42,29,34,18,9,19,15,7,3,9,8,9,3,3,4
FAM126B,233,184,70,54,38,28,30,35,31,33,26,28,25,8,15,10,11,5,3,1,5,3,3,1
FAM127A,521,326,140,120,94,87,78,78,74,76,67,59,58,45,34,35,21,20,15,15,13,11,10,7
FAM127B,422,233,68,100,69,71,40,62,56,49,49,47,39,30,26,24,11,6,14,15,9,9,8,4
FAM127C,191,87,20,50,13,41,12,31,25,21,12,20,26,18,9,21,2,2,5,9,5,4,6,3
FAM129A,32,30,11,5,5,4,8,4,1,3,2,2,5,2,6,1,0,1,0,0,2,2,2,0
FAM129B,105,89,18,21,17,19,11,15,8,8,8,15,3,0,8,7,0,1,2,0,2,1,2,0
FAM129C,12,11,0,5,2,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0
FAM131A,94,62,24,17,10,22,10,13,10,16,7,12,7,6,9,7,3,2,3,8,1,2,3,4
FAM131B,211,184,51,51,38,31,24,36,19,17,31,34,13,6,23,7,10,1,5,5,9,3,5,2
FAM131C,19,31,5,8,5,0,0,5,0,1,7,3,2,0,2,0,1,0,0,0,0,0,2,0
FAM132A,1,1,2,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
FAM132B,2,3,0,1,1,0,1,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
